Unnamed: 0,Unnamed: 1,Unnamed: 2,Menú Principal,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
GASTOS DE PERSONAL ESTIMADOS / ACTIVO PROMEDIO ,0.02310846481609408,0.01840086639553274,0.0127434038318664,0.01733635646209602,0.02217712655397915,0.01336012421582012,0.01454300173639646,0.01016091230512006,0.01263884231618769,0.02128944642776363,0.01586191728454335,0.0228046646434786,0.02126038775565186,0.01103902258923832,0.01338684293706211,0.01755903762471878,0.0109452828734175,0.01927912981523172,0.01487043399192726,0.00792716004805884,0.01324408008369051,0.022085189631879,0.01607624028092088,0.02226111896396691,0.01657056332012823,0.01146222459632593,0.01745413204672286,0.03229005071094689,0.02823563224203995,0.01254577406599372,0.02010542073559909,0.01262817255221417,0.0145304915037387,0.02422392338234948,0.01323154801686562,0.01099027902355116,0.01773794374596534,0.01387704047955346,0.01219030765199687,0.01243091061548187,0.01284400144802009,0.01361218264139857,0.02607686664760738,0.01408290294335393
RENTABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESULTADOS DEL EJERCICIO / PATRIMONIO PROMEDIO,0.00522698493311127,0.01379548622678987,0.00581955032503275,0.00625614164108196,0.012872405911195,0.02609108237348801,0.01894738299444174,0.00682565515929599,0.02482451137621393,0.00219037642296775,0.00062954259314401,0.06560106076807333,0.01276134528280247,1.0418299e-10,0.00945229170677602,0.0650152267481741,0.08576856733697194,0.05977265258443448,0.09331932182534862,0.07178027412990998,0.04856418373937023,0.04092436949820023,8.235678239413e-05,0.0101758242424678,0.04120573584541992,0.07341643211215984,0.00080037856280394,0.00766172251225499,0.04910733122711485,0.01623028798675357,-0.01702978981164991,0.00676409958575393,0.00070501642973191,0.01579574524957971,0.00242348193706908,9.5799458278e-07,0.04117246039476828,0.0762530579652804,0.02367874919162602,0.00323032157303556,0.02774188307469585,0.05857234729235836,0.09560487330273355,0.03490247349388961
RESULTADOS DEL EJERCICIO / ACTIVO PROMEDIO,0.00058520346992956,0.00148439292906468,0.00052027141581583,0.00073823714302992,0.00118543847639848,0.00307017484364941,0.00199473622144971,0.00067506561406516,0.00225815896772966,0.00030436471656967,5.632858716403e-05,0.01282071705057878,0.00172189184966597,1.36304e-11,0.00133325535728673,0.01044758892191779,0.01729680624527552,0.00957435564338077,0.01046578690061817,0.0171264321434054,0.00713630738029214,0.00627428441491112,7.69167849355e-06,0.00094701651852162,0.00464431226178749,0.00747893927880605,7.276718698237e-05,0.00071711474575524,0.00563226370146921,0.0020247443964923,-0.0022756220289783,0.0008620773178039,5.303823852494e-05,0.00162695933140672,0.0002039899660791,9.502787342e-08,0.00686492012791682,0.01038869152113754,0.00281888667391569,0.00062520585930612,0.00335723767317029,0.00984523559549575,0.01314405428705544,0.00412800180556774
INTERMEDIACION FINANCIERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARTERA BRUTA / (DEPOSITOS A LA VISTA + DEPOSITOS A PLAZO),0.7924855886741702,0.7966888420829756,0.8561530403228339,0.8224137110331695,0.8712905321111746,0.836775952749754,0.6583203696302726,0.7241375842672804,0.8692489387643094,0.9278792575979633,0.7727956333993686,1.0027722169505433,0.8566978981536059,0.7128200879225461,0.8726756385309812,0.8791067757785131,0.7714737323969422,0.8509499197128053,0.8066446197336206,1.4382172273728913,0.5781173028028934,0.8123243656265415,0.768158446529783,0.9138694893702437,0.7056705531681845,0.6956504317412221,0.8208037491264506,0.823183889629446,0.8604715343857324,0.8153944238556626,0.8251009013961199,0.7898111713655118,0.7577370802020735,0.8844130725477234,0.6741952708543862,0.8327760600814055,0.7794474984649971,0.6993883523498942,0.7610066361861952,0.82892058386328,0.8688720982469188,0.6827553302685772,0.7939975054349901,0.775337946790977
EFICIENCIA FINANCIERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE INTERMEDIACIÓN ESTIMADO / PATRIMONIO PROMEDIO,-0.12920721364405174,-0.09396879854369096,-0.01656772392571487,-0.03467053135296536,0.00198578888745422,-0.01255107257939779,0.00234972335451584,0.0129147523518099,-0.0491002915278749,-0.11794345135506139,-0.04769684634815946,0.06546412255898151,-0.04660084613793999,-0.03444828635092169,-0.02216494338606661,0.03399779703627547,0.08512150440599053,0.08267687758152961,0.08651103886079192,0.11880627215876813,0.01707095739912797,0.03079573552062834,-0.0448880128213153,-0.00841595958807348,0.03921670902743145,0.03665133179560429,-0.08441190909923321,0.00441701065668712,0.06242035294293846,-0.01204746414954087,-0.09143751920518692,-0.02933335585344434,-0.12902710562001146,-0.00481034778747562,-0.23695219662453723,-0.0274801962043207,0.04251984454968934,0.08484419832400844,-0.05273418046937421,-0.01266122882577804,0.00608438625710435,-0.00109327445884956,0.10695901835355369,0.00633746895671637
MARGEN DE INTERMEDIACIÓN ESTIMADO / ACTIVO PROMEDIO,-0.01446579830093795,-0.01011103326246561,-0.00148116481553564,-0.00409119158128851,0.00018287417048786,-0.00147690259616215,0.000247373385919,0.00127728474753085,-0.00446640265951216,-0.01638888401395978,-0.00426769530168535,0.01279395458650239,-0.00628786506236075,-0.00450692436868457,-0.00312638780416031,0.00546325876954318,0.0171663141256892,0.01324314373252286,0.00970223614529321,0.02834661169802152,0.0025085070909426,0.00472142163195209,-0.0041922978630013,-0.00078323412032353,0.00442012838422094,0.00373367483410158,-0.00767438991799393,0.00041341923686246,0.00715917316881781,-0.00150293300701953,-0.01221842637400651,-0.00373850509084515,-0.00970668216435597,-0.00049546508230458,-0.01994480330654342,-0.00272588661048489,0.007089577204916,0.01155914565613445,-0.00627785181480595,-0.00245049115666006,0.00073631377889781,-0.00018376495249861,0.01470505733821285,0.00074954811728844
RENDIMIENTO DE LA CARTERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENDIMIENTO DE LA CARTERA DE CREDITO PRODUCTIVO POR VENCER,0.08051303729145565,0.1241390963762364,0.08396140430295629,0,0.1102312202161127,0,0.10862014840085056,0,0.10289445192562724,0,0,0.10503858397497451,0.10577554482260558,0.06398461900637023,0.10202167111914301,0,0.10814845909382095,0,0,0,0.10287332205573385,0,0.10858883477782026,0,0.09728831983723991,0.10332382569355461,0,0.06649326749050455,0,0.0860068857618509,0.08877373895182122,0.10572826445096052,0.10128758190934875,0,0,0.02160133435025177,0.09686981224627766,0.10977261686909225,0,0.07604275953441048,0,0.11162345002357321,0,0.08705754442109365
RENDIMIENTO DE LA CARTERA DE CREDITO CONSUMO,0.1482276964242567,0.13995648577836034,0.13772067084723733,0.13173789929429972,0.14949994217600554,0.12178245801778698,0.14704501100779616,0.14309305023783092,0.13626354878948485,0.15200549361600751,0.15034413173000943,0.15259967683155823,0.15716934747676048,0.11968048570263241,0.15147140388621189,0.15078680539107986,0.14925773247241092,0.15401133413619594,0.15325412601584565,0.11735636495559844,0.14638138926662242,0.15579566892623664,0.14942295815936257,0.14844224451781474,0.14170073175004766,0.15409486519139215,0.14812399507136348,0.15250450728782378,0.1503724208417923,0.1473894787277904,0.13877021059527717,0.14935071103892888,0.147129816964064,0.15267160646152916,0.15735986026897397,0.14677868819098522,0.1465388264566113,0.15548477753189183,0.1453712955304868,0.10926938932760483,0.1448941920516264,0.13323836812143935,0.14575043530735404,0.14375514259072192
RENDIMIENTO DE LA CARTERA DE CREDITO INMOBILIARIO POR VENCER,0.0988665665515874,0.09485920976814496,0.09393161782343018,0.09067947852294764,0,0.08244354452690522,0.10504993399982157,0.10504011249131454,0.09584709696556747,0.08857627705696189,0.08312840995615581,0.08899934677221863,0.09854769412003087,0.08517353004424907,0.10098530174732767,0.07782958165444676,0.10130765163266461,0.09956396560049353,0.10281944257391967,0,0.10272190095044526,0.08752388719613058,0.09417245685071907,0.37585482282538474,0.09244098488651337,0.10449810587098764,0,0.10848669445444524,0.06664732193273727,0.09664426032052509,0.0964398271945921,0.10161189378042529,0.08861602604060553,0.10511963339088995,0.11246959486123365,0.09443047388452386,0.09614490442334567,0.10162045979000625,0.10299940204414751,0.2138303716807006,0.09783251991143206,0.10586863719519307,0.10076820832648851,0.09981901101917648
RENDIMIENTO DE LA CARTERA DE MICROCREDITO POR VENCER,0.16479422471889243,0.16911101096220144,0.16381137026543768,0.16858094316940764,0.15732741298249003,0.15003767819062985,0.17087344994678955,0.1652840824443904,0.1600699972651533,0.18461685954989776,0.17786653901184518,0.19013476112345173,0.1830754868741331,0.13218963892954774,0.1717215309521583,0.16324693914122812,0.1723933796446363,0.16561130974346827,0.1566497138114769,0,0.16291177763459308,0.1572844581113737,0.16869708388936372,0.17192113625794314,0.13994849923359498,0.15883394592065414,0.16087567460238034,0.18968877237915438,0.18008024635451292,0.18769559058031735,0.16630703433931565,0.1698580347570972,0.15460078712450664,0.17013574446807694,0.19365067978771988,0.16744813268629655,0.14358771671153636,0.17180115177765104,0.17034286378494523,0.20058377994453438,0.15827069279320682,0.14203137925130846,0.17556905339164158,0.16159449191710057
RENDIMIENTO DE LA CARTERA DE VIVIENDA DE IINTERES PUBLICO POR VENCER,0,0,0,0,0,0,0,0,0.04930643956301432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04887904571502362,0,0,0,0,0,0,0,0.0489284690161394
RENDIMIENTO DE LA CARTERA DE CREDITO EDUCATIVO POR VENCER,0,0,0,0,0,0,0.07104972139230323,0,0,0,0,0,0.08875078880023254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01054729241429922
CARTERAS DE CRÉDITOS  REFINANCIADAS,0.14491132428054898,0.16265469894915802,0.14620244345613764,0.21239121699348293,0.19721400840109246,0.1304128914004556,0.15504722421245415,0.15379482973402692,0.15195621887359562,0,0.01629064930273613,0,0,0.16677754946740014,0,0,0.1663025456724454,0.1886471568033889,0.02025599974009176,0.1163519725127536,0.1390223991861818,0.17459265155708703,0,0.15878951880989212,0.1589054883942853,0.17875938076236964,0.1671486770685774,0.19202478218860058,0.17539599252245847,0.15311923062331517,0.1646497162698743,0.10520218134392319,0.13070392134451564,0.2012385612725569,0,0.11902143448837321,0.15569598640224175,0.17959500594861066,0.21768839545595722,0.3315382117146367,0.15211349061884,0,0.26133818520329544,0.15621093740400754
CARTERAS DE CRÉDITOS  REESTRUCTURADAS,0.15773580219613625,0.17998983839558147,0.1372743652720244,0.2494260202530025,0.1641797144821246,0.1332150723226625,0.15322149886595332,0.17038324748646944,0.14972198111302837,0.00212434234366703,0.17171263260583597,0.10243767243600105,0.3434208316603701,0.1434252811397845,0,0.14635892209114837,0.18983927028473974,0.23799810860984272,0.17080020281419084,0.11230487315985448,0.1555675168662854,0.18444719166922036,0.17442246174202192,0.15882274587548967,0.30350598952578833,0.17052486377495035,0.14653770063993798,1.4541158566273542,0,0.24925634073082104,0.16189120137945423,0.10142969218399397,0.1645424577021849,0.37016541846278184,0,0.0938763365254301,0.19135265875371085,0.1560695381502214,0.16817858196917834,0,0.1618569218484578,0,0.16114141977990104,0.1425082264430145
CARTERA POR VENCER TOTAL,0.15453997165836697,0.16192475463522593,0.15060127512605942,0.16251718445272856,0.15149908955353958,0.1554119799984236,0.16443782026292258,0.14716121994315418,0.13649883960675427,0.16957894808151447,0.1723123918190098,0.16861375399577933,0.15994960903971728,0.16835185274993947,0.14887341691009115,0.15416095304957034,0.1605162940386911,0.15999690457640225,0.1564898596202588,0.11807957973724942,0.1492891629608736,0.1587634831462686,0.16115282760149413,0.171606194101036,0.1482685634135752,0.14394699330157196,0.16458816215839395,0.17462502285911535,0.17310320995003453,0.16627274291797395,0.16632135721889996,0.16008575851214513,0.14422248898670592,0.1591590123340848,0.18115780784573748,0.1455404704572998,0.1402435547849066,0.1596545200104985,0.15742651762600685,0.14550767668131612,0.14939007223193468,0.14110264785289536,0.17369372460408622,0.1521799191124254
LIQUIDEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONDOS DISPONIBLES / TOTAL DEPOSITOS A CORTO PLAZO ,0.2442141941345745,0.33881908650654113,0.2784462084221457,0.20358403723754193,0.2577477818138099,0.3488246924252703,0.6867483749928394,0.35862226730307795,0.36490837997316367,0.5891557763543672,0.3334617670604423,0.5425159189706482,0.5408695841260616,0.4566690740851825,0.16299623241991126,0.30883788683383623,0.3741241405041293,0.34401130958895715,0.4202679852974869,0.34507943340772307,0.37254078642034244,0.2537163508496914,0.5411573073591578,0.26166905121291684,0.49234032750864243,0.323020239292213,0.35521285855412604,0.36579217978310086,0.24564715091108902,0.3821297481045819,0.31902973497775927,0.3261718747536186,0.3595979486830852,0.251510394858185,0.5235445948691415,0.23633259359517889,0.43432032721277897,0.5108120972080268,0.7180948287782855,0.2535267147084773,0.34502281586865763,0.6114488592915849,0.2633478800101044,0.3799651571871486
VULNERABILIDAD DEL PATRIMONIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARTERA IMPRODUCTIVA DESCUBIERTA / (PATRIMONIO + RESULTADOS),0,0.3072518744616331,0.157196380296389,0.01860724802186039,0,0,0,0,0,0.3452225966769115,0.03427994516515353,0,0,1.4683662301873348,0,0,0,0,0,0,0,0,0.00289903905089342,0,0,0,0.23056547536567906,0.1019963517460896,0,0,0.02011542697896742,0,0.44909807937532725,0.03732389794756828,0,0.8894231024677194,0,0,0,0.002879388514082,0,0,0,0.04338787118726659
CARTERA IMPRODUCTIVA / PATRIMONIO (DIC),0.6541329937998288,0.5621934446265644,0.8566327680554252,0.5187728720013709,0.5928152366177416,0.48150383855404005,0.4742927476645028,0.45011593942181066,0.6253156970439541,0.716684959348935,1.0080292446061652,0.31955711172849666,0.34639488638480403,0.7735754651508313,0.49016525717014037,0.23297543278309027,0.31101849881163146,0.206442563883716,0.2353131936628451,0.04284606833214503,0.3064330977188562,0.3446734184379305,0.5050858159027112,0.5908969133062796,0.3635394088606748,0.4225163764047319,0.7166270093770482,0.5061996973248911,0.1621045764850028,0.493423946662084,0.6827094588315983,0.518915761933923,0.6334989673944872,0.35450582640006423,0.24896205064516483,1.0505370483900731,0.16071657655464514,0.21847470622848753,0.5210817513676923,0.42642316367683686,0.3564863064206963,0.27993617728798137,0.27724094125436727,0.471580294642146
FK = (PATRIMONIO + RESULTADOS - INGRESOS EXTRAORDINARIOS) / ACTIVOS TOTALES,0.09271406958345639,0.09701353060190013,0.08434638169324139,0.1179240281041755,0.08604605023600714,0.10112770232381975,0.09657142595396583,0.09425001446809879,0.06885974549679805,0.13296140573082832,0.06755281705413252,0.18557480901805823,0.12390507032649602,0.11492256225355875,0.13639284714364558,0.15110542130153062,0.20206422275710403,0.1625758372491161,0.11022228365614749,0.24412702988168675,0.13849869670429393,0.14245309852677507,0.08794026528441823,0.0967740949153439,0.10308240995302782,0.09766708681809311,0.08858845750633007,0.08502776040509469,0.1128951130280346,0.1166541233131801,0.12009071001524883,0.12996664772941405,0.06606390197849027,0.09964773257145249,0.05413597124997558,0.09452731475471704,0.16136634648152154,0.13791468846535646,0.1084419689933792,0.16918778667507967,0.12069453864427958,0.15774294898618998,0.13993803264300275,0.11115783716505935
FI = 1 + (ACTIVOS IMPRODUCTIVOS / ACTIVOS TOTALES),1.123101962062999,1.0917480079425534,1.073416480043272,1.0789013221435633,1.0942652130928958,1.0945012195650863,1.066205997008704,1.193349360533689,1.0609966293147672,1.1835241702418393,1.0758566975948938,1.076739928546008,1.098943797947254,1.2552215468625123,1.0885730930413111,1.0446208318117507,1.025283878851245,1.0693176728714284,1.0592644106714204,1.0424217214361482,1.0630923322088184,1.0556305587515373,1.0627288687935268,1.0928438947303558,1.0385802771735357,1.0944268556909762,1.1073768886844089,1.1055237104827635,1.0853265776819125,1.0824513775775693,1.103720934269441,1.1027407894333752,1.1273448177166963,1.1232891609068318,1.233540302080165,1.2315626761782357,1.0449943889353475,1.014756952306486,1.0386334061019895,1.257422032301639,1.0494205979410678,1.1489902295912522,1.0647542121614333,1.0984928246174097
INDICE DE CAPITALIZACION NETO: FK / FI,0.08255178311072678,0.08886073516609967,0.07857749835351996,0.10930010528662974,0.07863363397324996,0.09239615316646618,0.09057482909015888,0.07897939830960178,0.0649010030703588,0.11234363359360816,0.06278979087563301,0.1723487762440945,0.11274923299803097,0.09155560031678338,0.12529507482367055,0.14465097449709013,0.1970812444486127,0.15203698711212055,0.10405549600810482,0.2341921938707801,0.13027908537025293,0.1349459783498974,0.08274948377402531,0.08855253287499179,0.0992531942100455,0.08924039675217045,0.07999847063051438,0.07691174743594102,0.10401948625376968,0.1077684649210219,0.10880532051767011,0.1178578401876249,0.05860132671057548,0.08871066866790278,0.04388666601219601,0.07675396192425431,0.1544183855818819,0.13590908458610118,0.1044083199676428,0.13455131398118667,0.11501064385536047,0.13728832928571227,0.13142754547918706,0.1011912273562407
